filmtv_id,title,year,genre,duration,country,director,actors,avg_vote,votes,description,notes
74,The Deep,1977,Adventure,130,United States,Peter Yates,"Nick Nolte, Jacqueline Bisset, Robert Shaw, Eli Wallach, Louis Gossett jr., Dick Anthony Williams, Earl Maynard, Bob Minor",5.2,28,"A boy and a girl, diving enthusiasts, dive off the Bermuda. On the carcass of a ship they find a Spanish medallion and a phial of morphine. A friend of theirs explains what is happening: a hospital ship that sank in the last war with its cargo of 70,000 morphine vials landed on a Spanish galleon containing gold and sunk two centuries earlier. The news leaks out and the adventurer Cloche tries to take over everything: morphine can indeed be transformed into heroin. But the two young people are opposed.","Little subtle, but beautiful submarine scenes. The charm of Nick Nolte and Jacqueline Bisset is unchanged."
75,Strangers: the Story of a Mother and Daughter,1979,Drama,120,United States,Milton Katselas,"Bette Davis, Gena Rowlands, Ford Rainey, Donald Moffat, Whit Bissell, Royal Dano, Kate Riehl",8,2,"Remaining little to live with, Abigail (Rowlands) returns to her now lonely mother (Davis), from whom twenty years of distance and profound alienation divide her. The two women meet, collide, slowly reconcile. Great clash of actresses in a TV movie that earned the Emmy Award to Bette Davis.",
76,L'abito nero da sposa,1945,History,90,Italy,Luigi Zampa,"Fosco Giachetti, Jacqueline Laurent, Carlo Tamberlani, Enzo Fiermonte, Aldo Silvani, Domenico Viglione Borghese, Manoel Roero, Fausto Guerzoni",7,2,"In Renaissance Rome, Giuliano De 'Medici, the boyfriend of a girl from the Chigi family, is unjustly accused of the murder of her father, actually performed by the evil captain of fortune Strozzi. Before the innocent is executed, his brother, Cardinal Giovanni, manages to unmask the murderer with a ruse.","The film, based on the drama ""The cardinal"" by Louis Parker, like many other works of the thirties and forties of the twentieth century, typifies the Renaissance Italian spirit, poised between Borgia and Machiavelli, but mixes it with the suggestions of American detective cinema. The operation is successful at times. The screenwriters include Ennio Flaiano, Riccardo Freda, Mario Pannunzio."
77,Abe Lincoln in Illinois,1940,Biography,110,United States,John Cromwell,"Raymond Massey, Ruth Gordon, Gene Lockhart, Mary Howard, Minor Watson, Alan Baxter, Harvey Stephens, Howard Da Silva, Dorothy Tree",6.3,9,"From woodcutter in the Illinois country, to the seat of US president, in Washignton: the life of Abraham Lincoln. In the background, briefly mentioned also two fleeting loves: one romantic, but unhappy, and the other with the woman who will become his wife.","An anthology of famous episodes in American history taken from a successful theatrical work, well interpreted and photographed by James Wong Howe."
78,Absolute Beginners,1986,Musical,100,Great Britain,Julien Temple,"Patsy Kensit, David Bowie, Eddie O'Connell, James Fox, Ray Davies, Mandy Rice-Davies, Eve Ferret, Tony Hippolyte",6.3,29,"We are in London in the late 1950s. Colin, an apprentice photographer and Suzette, a fashion designer, love each other, but she ends up marrying Henley, the great tailor from Mayfair, to the boy's desperation. Colin continues his life, amidst ferments that already announce the ""fabulous"" 60s and racial clashes, during which, as a good democrat, he sided with minorities. And after the storm he will also find his Suzette.","A decidedly nostalgic operation (the point of reference is Minnelli), ""Absolute Beginners"" has, in order of merit, Patsy Kensit, David Bowie, a driving leit motif, but it remains a lifeless film."
79,The Abyss,1989,Fantasy,138,United States,James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester, Todd Graff, John Bedford Lloyd, J.C. Quinn, Kimberly Scott",7.2,187,"Divers of a diving base must recover a damaged nuclear submarine. Bud, a determined and experienced man, is their leader. Due to the particular nature of the mission, he is joined by Lindsey Brigman, a base engineer, who, however, is also his ex-wife. Finally the two are joined by Coffey, a psychotic naval officer. Together they will discover strange entities at the bottom of the abyss.","Technical trials of director waiting to set sail with the ""Titanic"". With an eye to Spielberg's feel-good science fiction, James Cameron establishes an epic of spectacle. Very high voltage."
80,"Acapulco, prima spiaggia... a sinistra",1983,Comedy,88,Italy,Sergio Martino,"Gigi Sammarchi, Andrea Roncato, Simona Marchini, Gegia, Anna Kanakis, Mirella Banti, Cinzia Berni, Serena Grandi",4.1,78,"Unemployed and without a penny, Gigi and Andrea dream of spending the summer conquering splendid exotic beaches, but they have to settle for Cesenatico and an aunt's pension. There, the two shabby playboys remedy only thin figures until, once their resources are exhausted, they return to Bologna in mid-August.","Gigi and Andrea were a close-knit couple, dodging the worst vulgarities, but the film, with the excuse of making fun of Italian gallism, shows off the usual sample of bathing beauties and stale jokes. In the cast, a young Serena Grandi, not yet launched in the soft-core firmament by Tinto Brass (""Miranda"")."
82,Accadde a Damasco,1943,Comedy,88,"Italy, Spain","José Lopez Rubio, Primo Zeglio","Paola Barbara, Germana Paolieri, Miguel Ligero, Lauro Gazzolo, Luis de Arnedillo, Rafael Navarro, Manuel Arbó, Carmen Arrojo",3.5,3,"The young, beautiful daughter of an Arab merchant goes to Damascus to collect a credit claimed by her father against a self-styled doctor. These, the Cadì and even the Gran Vizir, would like to seduce you. The three suitors will be mocked by the girl, who will marry the Caliph instead.","Of the film, taken from an operetta by Lesa, a double version was made: in Spanish, directed by José Lopez Rubio, and in Italian, signed by Primo Zeglio. Unfortunately, given the results, even one would have been surplus. We are in the middle of the Second World War, in difficult and difficult times, when very little was needed to dream."
83,Accadde al penitenziario,1955,Comedy,95,Italy,Giorgio Bianchi,"Aldo Fabrizi, Walter Chiari, Alberto Sordi, Peppino De Filippo, Mara Berni, Nino Besozzi, Mario Riva, Riccardo Billi",5.5,41,"Caesar, a guard in a penitentiary, is a good man who tries to help prisoners. His kindness often causes him trouble, but he does not regret it and consoles himself by keeping a sort of diary, in which the events of the prisoners most dear to him are recorded. Among these, Walter, ended up in jail after a ""dark lady"" brought the accusation of theft in a jewelry shop on him ...","A classic of the 50s Italian comedy, with Fabrizi (amazing!), Chiari and Sordi mattatori. Photography by Tonino Delli Colli and screenplay by Ettore Scola. Made after the success of _Accadde at the police station_."
85,Es geschah am 20. Juli,1955,War,75,Germany,Georg Wilhelm Pabst,"Bernhard Wicki, Karl Ludwig Diehl, Carl Wery, Kurt Meisel, Erik Frey, Albert Hehn, Til Kiwe, Jochen Hauer",6.5,2,"Convinced that the war is now lost, some German officials decide to organize an attack on Hitler. The bomb, however, only causes the wounding of the Fiihrer. The leaders of the revolt will be executed.","Accurate but not exciting reconstruction of a historical episode, by a director who had been a maetsro of the silent."
86,It Happened in Athens,1962,Comedy,92,United States,Andrew Marton,"Jayne Mansfield, Trax Colton, Nico Minardos, Bob Mathias, Xenia Kalogeropoulou, Ivan Triesault, Lili Valenty",6.5,3,"In 1896, in Greece, the first Olympics is taking place. A pastor wants to go to Athens to participate in the games. So he sets out on a journey and, once he arrives in the city, he meets his fellow countryman who works for a well-known actress, engaged to a lieutenant, a skilled marathon runner. One evening, however, the woman surprised the shepherd in his house, whom the maid had introduced to allow him to take a bath ...","Still watchable, thanks to Jayne Mansfield. Oddly, obviously, the historical reconstruction."
87,Made in Heaven,1987,Romantic,102,United States,Alan Rudolph,"Timothy Hutton, Kelly McGillis, Maureen Stapleton, Ann Wedgeworth, James Gammon, Mare Winningham, John Considine, Don Murray, Tim Daly, David Rasche, Amanda Plummer, Tom Petty",5.7,17,"Mike dies while trying to save children from a car accident. He finds himself in Paradise and discovers that reincarnation is possible, that there are still unborn angels, that Annie is one of these and is also very pretty. Their marriage in Paradise is happy, but the trouble comes when Annie is forced to descend to Earth to incarnate in Allyson's body. Mike has thirty years to find her. The two, returned human, cross several times without recognizing each other.","Alan Rudolph (""Welcome to Los Angeles"", ""Choose Me"") fails to pull much from a very confused subject."
88,September Affair,1950,Comedy,104,United States,William Dieterle,"Joan Fontaine, Joseph Cotten, Françoise Rosay, Jessica Tandy, Robert Arthur, Jimmy Lydon, Fortunio Bonanova",7.2,5,"David Lawrence is in Italy for work and knows the beautiful Stuart, a pianist by profession. For different reasons both lose the plane and go together to Capri, where they fall in love with each other. The plane on which they had to travel crashed and the two are believed dead: they immediately adapt to the new situation because David is married with a son. Some time later in Florence David meets the family that believes him dead: he will decide to return with them.","One of the many American melodramas set in Italy, where the best parts are the fun ones while postcard Italy is unbearable."
